"refectivo";"de_refectivo";"fecha"
1.1654067794455;0.00901441070893888;2021-01-01
1.20775508714192;0.0091329021184176;2021-01-02
1.23284522508745;0.00917253915884734;2021-01-03
1.24783565482556;0.00915154322552575;2021-01-04
1.253217897751;0.00907010364431191;2021-01-05
1.24675482505565;0.00892636588337725;2021-01-06
1.25137944239806;0.00881100203279946;2021-01-07
1.25091650980156;0.00867396244555403;2021-01-08
1.27217225109194;0.00861228801646085;2021-01-09
1.34044230824785;0.00870472141023912;2021-01-10
1.38261577688216;0.00870396356549324;2021-01-11
1.37901608321772;0.0085499930823841;2021-01-12
1.38065671002935;0.00839774503969505;2021-01-13
1.34877589947124;0.00813017328051475;2021-01-14
1.30330019310489;0.00781780005792262;2021-01-15
1.24448964284621;0.00747134725311237;2021-01-16
1.19954819035214;0.00718099241942966;2021-01-17
1.15220267721256;0.00690399847455497;2021-01-18
1.12128434582521;0.00669928103568675;2021-01-19
1.09852546021153;0.00654127598831134;2021-01-20
1.08194094907696;0.00642138206601989;2021-01-21
1.08163898192568;0.00636544624043737;2021-01-22
1.07563699906174;0.00630430433595461;2021-01-23
1.0691738448423;0.00624948721254175;2021-01-24
1.06373337336166;0.00620181535263286;2021-01-25
1.0508169098057;0.00613464727644717;2021-01-26
1.03382135088413;0.00605735057187224;2021-01-27
1.02158134530415;0.00599624484879401;2021-01-28
1.00199956323472;0.00591709097203171;2021-01-29
0.982828711686838;0.00584375589953618;2021-01-30
0.969189326796918;0.00579232436764935;2021-01-31
0.957721210401833;0.00575366210320412;2021-02-01
0.952165067177459;0.00573937179399055;2021-02-02
0.928851556893025;0.00567725434770356;2021-02-03
0.909967981917208;0.00563288414269032;2021-02-04
0.887142049364248;0.00557995119626507;2021-02-05
0.891300093875274;0.00561689220581191;2021-02-06
0.886620781899842;0.00563288746797854;2021-02-07
0.887115256673085;0.00567208779630729;2021-02-08
0.889090589423813;0.00572096727429695;2021-02-09
0.895129336150396;0.00578587537108937;2021-02-10
0.914919565691157;0.00589657419130301;2021-02-11
0.944260622587284;0.00603783733926486;2021-02-12
0.952812349615369;0.00611040843505959;2021-02-13
0.965692260682468;0.00619160724373804;2021-02-14
0.970473013100456;0.00623908137123926;2021-02-15
0.966625521178961;0.00625088091711672;2021-02-16
0.969325448263638;0.0062774036863378;2021-02-17
0.979223517623173;0.00632336412049429;2021-02-18
0.969075585933787;0.00630293897248644;2021-02-19
0.971565889067831;0.00632274797818183;2021-02-20
0.966889654092194;0.00631873049250911;2021-02-21
0.979273011263826;0.0063706113993341;2021-02-22
0.975077305415327;0.00636911035127992;2021-02-23
0.988221278995661;0.00642433939026372;2021-02-24
1.0050261279471;0.00649052654951434;2021-02-25
1.04011320478862;0.00661326421171454;2021-02-26
1.06886031750216;0.00671111930914407;2021-02-27
1.09384713440976;0.00678949934348624;2021-02-28
1.11306741824853;0.00683868018130068;2021-03-01
1.12198553212745;0.00684315643958743;2021-03-02
1.1311408208918;0.00683584210794149;2021-03-03
1.1320538455411;0.00679364116750062;2021-03-04
1.1446346084043;0.00677951666154793;2021-03-05
1.14628982897653;0.00672892573069035;2021-03-06
1.16839649813637;0.00673542058803441;2021-03-07
1.17258192529192;0.00668759667153831;2021-03-08
1.18010897555276;0.00664662924442033;2021-03-09
1.19007950617179;0.00660859592292258;2021-03-10
1.2011326340115;0.00656955223190163;2021-03-11
1.19788303408659;0.00648823235166889;2021-03-12
1.20090997203461;0.0064212439950624;2021-03-13
1.18744062308145;0.0063084141519461;2021-03-14
1.17105908129491;0.00618794334169566;2021-03-15
1.17647053275282;0.00612628749855793;2021-03-16
1.16232243406573;0.00601706769093382;2021-03-17
1.15691575206591;0.00593500877052613;2021-03-18
1.15043001481595;0.00585409400403951;2021-03-19
1.16036228077857;0.00581819816260151;2021-03-20
1.16884059069848;0.00578117049532522;2021-03-21
1.17530705236098;0.00574072319790898;2021-03-22
1.16215910088283;0.00565248201983824;2021-03-23
1.15029148797507;0.00556645513239585;2021-03-24
1.14685676482614;0.00550021157912374;2021-03-25
1.14969860488553;0.00545015531428767;2021-03-26
1.13971955058082;0.00537251040508168;2021-03-27
1.13022864762672;0.0052990012573725;2021-03-28
1.1360504618012;0.00526349933807636;2021-03-29
1.12656551144936;0.00519474633237699;2021-03-30
1.13613674163156;0.00517185029457151;2021-03-31
1.13581583149484;0.00512769300627304;2021-04-01
1.1281307340591;0.00506796047622752;2021-04-02
1.11925523626326;0.00500591213728261;2021-04-03
1.10011519096747;0.004921390567789;2021-04-04
1.05094184228628;0.0047706550168145;2021-04-05
1.02985961381472;0.00468607200954307;2021-04-06
0.996889325077186;0.00457983062956033;2021-04-07
0.994645302256319;0.00455211665780233;2021-04-08
1.01067686891072;0.00457502546717611;2021-04-09
1.01026242862376;0.00456865805242986;2021-04-10
1.02320558041725;0.00459715643281243;2021-04-11
1.03496926753925;0.00462371710580087;2021-04-12
1.04577526831653;0.00464637595372841;2021-04-13
1.05110115744813;0.00465362423319494;2021-04-14
1.03017836587681;0.00459882725775651;2021-04-15
0.992666762648612;0.0045028742022334;2021-04-16
0.97829394527793;0.00445734792186021;2021-04-17
0.960541983651269;0.00440634132867768;2021-04-18
0.963946828524542;0.00440940530036607;2021-04-19
0.951740968654039;0.00438334395330019;2021-04-20
0.943321096474958;0.00437144562006054;2021-04-21
0.937492814088166;0.00436913610281222;2021-04-22
0.941974346704257;0.00439345869176299;2021-04-23
0.930298023054062;0.00438210860777377;2021-04-24
0.924100786658937;0.00438494635932912;2021-04-25
0.920089588652386;0.0043939511255754;2021-04-26
0.908776298011881;0.00438669312359642;2021-04-27
0.907102003232829;0.0044042381443321;2021-04-28
0.918110730736721;0.00445469675029445;2021-04-29
0.92191177017146;0.0044900312118332;2021-04-30
0.926001183824751;0.00452754127776544;2021-05-01
0.925391445138181;0.00455344336364338;2021-05-02
0.908696793738144;0.00453815476591016;2021-05-03
0.896997903575096;0.00453335780837742;2021-05-04
0.892199885511896;0.00454553706089536;2021-05-05
0.886424559367803;0.00455692577763669;2021-05-06
0.883031389071033;0.00457744321117148;2021-05-07
0.889625052394952;0.00462719203413751;2021-05-08
0.888967701998406;0.0046609936563854;2021-05-09
0.915332825698589;0.00476742312993327;2021-05-10
0.944539904867205;0.00488175063462306;2021-05-11
0.962380501299552;0.00496541004679625;2021-05-12
0.974724300243667;0.00503050427865945;2021-05-13
0.993473798040766;0.00510495083180076;2021-05-14
1.01498026393177;0.00517847073434575;2021-05-15
1.04061306338963;0.00525488436675322;2021-05-16
1.0479891487817;0.00527808576336067;2021-05-17
1.04745672699356;0.00527433410744706;2021-05-18
1.06651626281098;0.00531282775341097;2021-05-19
1.10021877850037;0.00538153907000931;2021-05-20
1.11138048050245;0.0053904798744271;2021-05-21
1.12150345383989;0.00539209279848305;2021-05-22
1.11460120057205;0.00534662398202544;2021-05-23
1.09532427765564;0.0052657995374905;2021-05-24
1.08951272044428;0.00521375542008965;2021-05-25
1.08331953466163;0.00516065420218884;2021-05-26
1.07900673881055;0.00511481008588296;2021-05-27
1.09108580553203;0.00511121508354983;2021-05-28
